icao	city	country	state	name	type	longitude	latitude	elevation
KMZJ	Marana	United States	Arizona	Pinal Airpark	small_airport	-111.3280029	32.5106010	1893
KMZZ	Marion	NULL	NULL	Marion Municipal Airport	small_airport	-85.6797028	40.4898987	859
KN03	Cortland	NULL	NULL	Cortland County Chase Field	small_airport	-76.2148972	42.5926018	1198
KN06	Laurel	NULL	NULL	Laurel Airport	small_airport	-75.5943980	38.5421980	30
KN12	Lakewood	NULL	NULL	Lakewood Airport	small_airport	-74.1776960	40.0667990	43
KN13	Bloomsburg	NULL	NULL	Bloomsburg Municipal Airport	small_airport	-76.4352560	40.9976760	481
KN14	Lumberton	NULL	NULL	Flying W Airport	small_airport	-74.8072970	39.9342990	49
KN19	Aztec	NULL	NULL	Aztec Municipal Airport	small_airport	-108.0289140	36.8369510	5877
KN23	Sidney	NULL	NULL	Sidney Municipal Airport	small_airport	-75.4160004	42.3026009	1027
KN24	Questa	NULL	NULL	Questa Municipal Nr 2 Airport	small_airport	-105.5979996	36.8003006	7700
KN27	Towanda	NULL	NULL	Bradford County Airport	small_airport	-76.4470980	41.7400020	730
KN35	Punxsutawney	NULL	NULL	Punxsutawney Municipal Airport	small_airport	-78.9300000	40.9667020	1439
KN37	Monticello	NULL	NULL	Monticello Airport	small_airport	-74.7013020	41.6225010	1545
KN38	Wellsboro	NULL	NULL	Wellsboro Johnston Airport	small_airport	-77.3965000	41.7279010	1892
KN40	Pittstown	NULL	NULL	Sky Manor Airport	small_airport	-74.9785995	40.5662994	560
KN47	Pottstown	NULL	NULL	Pottstown Municipal Airport	small_airport	-75.6707993	40.2602997	256
KN51	Whitehouse Station	NULL	NULL	Solberg/Hunterdon Airport	small_airport	-74.7361980	40.5836980	195
KN52	Waxhaw	NULL	NULL	Jaars Townsend Airport	small_airport	-80.7480010	34.8638000	602
KN57	Toughkenamon	NULL	NULL	New Garden Airport	small_airport	-75.7696991	39.8305016	436
KN58	Fernley	NULL	NULL	Tiger Field	small_airport	-119.2409973	39.5596008	4346
KN59	Smith	NULL	NULL	Rosaschi Air Park	small_airport	-119.3379970	38.8394010	4809
KN66	Oneonta	NULL	NULL	Albert S Nader Regional Airport	small_airport	-75.0644000	42.5247000	1763
KN68	Chambersburg	NULL	NULL	Franklin County Regional Airport	small_airport	-77.6433030	39.9730990	697
KN71	Mount Joy/Marietta	NULL	NULL	Donegal Springs Airpark	small_airport	-76.5744019	40.0922012	458
KN73	Vincentown	NULL	NULL	Red Lion Airport	small_airport	-74.7494960	39.9042020	54
KN79	Shamokin	NULL	NULL	Northumberland County Airport	small_airport	-76.5524980	40.8368990	881
KN81	Hammonton	NULL	NULL	Hammonton Municipal Airport	small_airport	-74.7576980	39.6675000	65
KN82	Wurtsboro	NULL	NULL	Wurtsboro-Sullivan County Airport	small_airport	-74.4594670	41.5979910	560
KN87	Robbinsville	NULL	NULL	Trenton Robbinsville Airport	small_airport	-74.6017990	40.2139015	118
KN89	Ellenville	NULL	NULL	Joseph Y Resnick Airport	small_airport	-74.3769230	41.7287730	292
KN94	Carlisle	NULL	NULL	Carlisle Airport	small_airport	-77.1743010	40.1879010	510
KN96	Bellefonte	NULL	NULL	Bellefonte Airport	small_airport	-77.8162990	40.8855020	1071
KN98	Boyne City	NULL	NULL	Boyne City Municipal Airport	small_airport	-84.9903030	45.2083020	657
KNBC	Beaufort	NULL	NULL	Beaufort MCAS - Merritt Field	medium_airport	-80.7231979	32.4774017	37
KNBG	New Orleans	United States	Louisiana	New Orleans NAS JRB/Alvin Callender Field	medium_airport	-90.0350037	29.8253002	2
KNCA	Jacksonville	NULL	NULL	MCAS New River / McCutcheon Field	medium_airport	-77.4396970	34.7084010	26
KNDY	Dahlgren	United States	Virginia	Dahlgren Naval Surface Warfare Center Airport	small_airport	-77.0372010	38.3325000	18
KNDZ	Milton	United States	Florida	Whiting Field Naval Air Station South Airport	medium_airport	-87.0230030	30.7043990	177
KNEL	Lakehurst	United States	New Jersey	Lakehurst Maxfield Field Airport	medium_airport	-74.3533020	40.0332985	101
KNEN	Jacksonville	United States	Florida	Whitehouse Naval Outlying Field	small_airport	-81.8719025	30.3539009	99
KNEW	New Orleans	NULL	NULL	Lakefront Airport	medium_airport	-90.0282974	30.0424004	8
KNFD	Summerdale	United States	Alabama	Summerdale Naval Outlying Field	small_airport	-87.6455000	30.5077000	149
KNFE	Fentress	United States	Virginia	Fentress Naval Auxiliary Landing Field	small_airport	-76.1349960	36.6916410	16
KNFG	Oceanside	United States	California	Camp Pendleton MCAS (Munn Field) Airport	medium_airport	-117.3550034	33.3013001	78
KNFJ	Milton	NULL	NULL	Choctaw Nolf Airport	small_airport	-86.9597020	30.5069010	102
KNFL	Fallon	United States	Nevada	Fallon Naval Air Station	medium_airport	-118.7009964	39.4165993	3934
KNFW	Fort Worth	United States	Texas	NAS Fort Worth JRB / Carswell Field	medium_airport	-97.4414980	32.7691990	650
KNGP	Corpus Christi	NULL	NULL	Naval Air Station Corpus Christi Truax Field	medium_airport	-97.2911000	27.6926000	18
KNGS	Milton	United States	Florida	Santa Rosa Naval Outlying Field Airport	small_airport	-86.9400020	30.6108000	150
KNGU	Norfolk	United States	Virginia	Norfolk Naval Station (Chambers Field)	medium_airport	-76.2892990	36.9375990	17
KNGW	Corpus Christi	NULL	NULL	Cabaniss Field Naval Outlying Landing Field	small_airport	-97.4405780	27.7044260	30
KNHK	Patuxent River	United States	Maryland	Patuxent River Naval Air Station (Trapnell Field)	medium_airport	-76.4117970	38.2859990	39
KNID	China Lake	United States	California	China Lake Naws (Armitage Field) Airport	medium_airport	-117.6920013	35.6853981	2283
KNIP	Jacksonville	United States	Florida	Jacksonville Naval Air Station (Towers Field)	medium_airport	-81.6806030	30.2358000	21
KNJK	El Centro	United States	California	El Centro NAF Airport (Vraciu Field)	medium_airport	-115.6719960	32.8292010	-42
KNJM	Bogue	United States	North Carolina	Marine Corps Auxiliary Landing Field Bogue	small_airport	-77.0297010	34.6903990	21
KNJW	Preston	United States	Mississippi	Joe Williams Naval Outlying Field	small_airport	-88.8343330	32.7985290	539
KNKT	Cherry Point	United States	North Carolina	Cherry Point MCAS / Cunningham Field/	medium_airport	-76.8806990	34.9009020	29
KNKX	San Diego	United States	California	Miramar Marine Corps Air Station - Mitscher Field	medium_airport	-117.1429977	32.8684006	477
KNLC	Lemoore	United States	California	Lemoore Naval Air Station (Reeves Field) Airport	medium_airport	-119.9520035	36.3330002	232
KNMM	Lauderdale	NULL	NULL	Naval Air Station Meridian / McCain Field	medium_airport	-88.5540600	32.5531000	316
KNOG	Orange Grove	United States	Texas	Orange Grove Naval Auxiliary Landing Field	small_airport	-98.0516970	27.9011000	257
KNOW	Port Angeles	United States	Washington	Port Angeles Cgas Airport	small_airport	-123.4140010	48.1414990	13
KNPA	Pensacola	NULL	NULL	Naval Air Station Pensacola Forrest Sherman Field	medium_airport	-87.3186040	30.3526990	28
KNQA	Millington	United States	Tennessee	Millington-Memphis Airport	medium_airport	-89.8703000	35.3567010	320
KNQB	Daphne	NULL	NULL	Silverhill Naval Outlying Landing Field	small_airport	-87.8097000	30.5636010	129
KNQI	Kingsville	United States	Texas	Kingsville Naval Air Station	medium_airport	-97.8097000	27.5072002	50
KNQX	Key West	NULL	NULL	Naval Air Station Key West/Boca Chica Field	medium_airport	-81.6889038	24.5757999	6
KNRA	Coupeville	United States	Washington	Coupeville Nolf Airport	small_airport	-122.6320038	48.1883011	199
KNRB	Jacksonville	United States	Florida	Naval Station Mayport / Admiral David L McDonald Field	medium_airport	-81.4246980	30.3911000	15
KNRN	Norton	NULL	NULL	Norton Municipal Airport	small_airport	-99.8946991	39.8503990	2383
KNRQ	Pace	United States	Florida	Spencer Nolf Airport	small_airport	-87.1399994	30.6252995	151
KNRS	Imperial Beach	NULL	NULL	Naval Outlying Field Imperial Beach (Ream Field)	small_airport	-117.1169970	32.5667000	24
KNSE	Milton	United States	Florida	Whiting Field Naval Air Station - North	medium_airport	-87.0218964	30.7241993	199
KNSI	San Nicolas Island	United States	California	San Nicolas Island Nolf Airport	small_airport	-119.4580002	33.2397995	506
KNTD	Point Mugu	United States	California	Point Mugu Naval Air Station (Naval Base Ventura Co)	medium_airport	-119.1210022	34.1203003	13
KNTU	Virginia Beach	United States	Virginia	Oceana Naval Air Station	medium_airport	-76.0335010	36.8207020	23
KNUC	San Clemente Island	NULL	NULL	San Clemente Island Naval Auxiliary Landing Field	small_airport	-118.5879974	33.0227013	184
KNUI	St Inigoes	United States	Maryland	Naval Outlying Landing Field Webster	small_airport	-76.4268920	38.1442220	22
KNUQ	Mountain View	United States	California	Moffett Federal Airfield	medium_airport	-122.0490040	37.4161000	32
KNUW	Oak Harbor	United States	Washington	Whidbey Island Naval Air Station (Ault Field)	medium_airport	-122.6559980	48.3517990	47
KNVD	Nevada	United States	Missouri	Nevada Municipal Airport	small_airport	-94.3049010	37.8521000	892
KNVI	Wallace	United States	Florida	Pace Nolf Heliport	heliport	-87.1956024	30.6996994	180
KNWL	Corpus Christi	United States	Texas	Waldron Field Naval Outlying Landing Field	small_airport	-97.3122020	27.6350000	25
KNXP	Twentynine Palms	United States	California	Twentynine Palms Strategic Expeditionary Landing Field	medium_airport	-116.1620030	34.2962000	2051
KNY0	Johnstown	NULL	NULL	Fulton County Airport	small_airport	-74.3295970	42.9981990	881
KNY2	Warners	NULL	NULL	Camillus Airport	small_airport	-76.2951990	43.0853760	405
KNYG	Quantico	United States	Virginia	Quantico Marine Corps Airfield / Turner Field	medium_airport	-77.3052980	38.5017010	10
KNYL	Yuma	United States	Arizona	Yuma International Airport / Marine Corps Air Station Yuma	medium_airport	-114.6093750	32.6509380	213
KNZX	Harold	United States	Delaware	Harold Nolf Heliport	heliport	-86.8871994	30.6807003	150
KNZY	San Diego	United States	California	North Island Naval Air Station-Halsey Field	medium_airport	-117.2149963	32.6991997	26
KO02	Beckwourth	NULL	NULL	Nervino Airport	small_airport	-120.3529970	39.8185010	4900
KO05	Chester	NULL	NULL	Rogers Field	small_airport	-121.2409973	40.2823982	4528
KO08	Colusa	NULL	NULL	Colusa County Airport	small_airport	-121.9929962	39.1790009	50
KO09	Covelo	NULL	NULL	Round Valley Airport	small_airport	-123.2659990	39.7901990	1434
KO11	Stilwell	NULL	NULL	Stilwell / Cherokee Nation Airport	small_airport	-94.6499020	35.7570000	1084
KO15	Turlock	NULL	NULL	Turlock Municipal Airport	small_airport	-120.6969986	37.4874001	159
KO16	Garberville	NULL	NULL	Garberville Airport	small_airport	-123.8140030	40.0859985	546
KO20	Lodi	NULL	NULL	Kingdon Airpark	small_airport	-121.3590010	38.0915990	15
KO22	Columbia	NULL	NULL	Columbia Airport	small_airport	-120.4150009	38.0303993	2118
KO24	Lee Vining	NULL	NULL	Lee Vining Airport	small_airport	-119.1070023	37.9583015	6802
KO26	Lone Pine	NULL	NULL	Lone Pine/Death Valley Airport	small_airport	-118.0520020	36.5882990	3680
KO27	Oakdale	NULL	NULL	Oakdale Airport	small_airport	-120.8000031	37.7563019	237
KO28	Willits	NULL	NULL	Ells Field Willits Municipal Airport	small_airport	-123.3723560	39.4513220	2063
KO32	Reedley	NULL	NULL	Reedley Municipal Airport	small_airport	-119.4499969	36.6663017	383
KO35	Hollis	NULL	NULL	Hollis Municipal Airport	small_airport	-99.9085660	34.7052930	1658
KO37	Orland	NULL	NULL	Haigh Field	small_airport	-122.1470032	39.7211990	215
KO41	Woodland	NULL	NULL	Watts Woodland Airport	small_airport	-121.8720020	38.6739010	125
KO42	Woodlake	NULL	NULL	Woodlake Airport	small_airport	-119.1070023	36.3987999	425
KO43	Yerington	NULL	NULL	Yerington Municipal Airport	small_airport	-119.1579971	39.0041008	4378
KO46	Weed	NULL	NULL	Weed Airport	small_airport	-122.4547910	41.4807860	2938
KO47	Prague	NULL	NULL	Prague Municipal Airport	small_airport	-96.7186966	35.4822998	1042
KO52	Yuba City	NULL	NULL	Sutter County Airport	small_airport	-121.6050034	39.1236992	58
KO53	Medford	NULL	NULL	Medford Municipal Airport	small_airport	-97.7490010	36.7906000	1092
KO54	Weaverville	NULL	NULL	Lonnie Pool Field Weaverville Airport	small_airport	-122.9219971	40.7457008	2350
KO57	Bridgeport	NULL	NULL	Bryant Field	small_airport	-119.2227750	38.2638600	6468
KO59	Cedarville	NULL	NULL	Cedarville Airport	small_airport	-120.1660004	41.5527000	4623
KO60	Cloverdale	NULL	NULL	Cloverdale Municipal Airport	small_airport	-122.9929962	38.7760010	277
KO61	Cameron Park	NULL	NULL	Cameron Park Airport	small_airport	-120.9879990	38.6839980	1286
KO65	Okeene	NULL	NULL	Christman Airfield	small_airport	-98.3087010	36.1124990	1205
KO69	Petaluma	NULL	NULL	Petaluma Municipal Airport	small_airport	-122.6060028	38.2578011	90
KO70	Jackson	NULL	NULL	Westover Field Amador County Airport	small_airport	-120.7939990	38.3768010	1690
KO79	Sierraville	NULL	NULL	Sierraville Dearwater Airport	small_airport	-120.3539960	39.5810010	4984
KO81	Tulelake	NULL	NULL	Tulelake Municipal Airport	small_airport	-121.3590012	41.8874016	4044
KO86	Trinity Center	United States	CA	Trinity Center Airport	small_airport	-122.6940002	40.9832001	2390
KO88	Rio Vista	NULL	NULL	Rio Vista Municipal Airport	small_airport	-121.7040024	38.1934013	20
KO89	Fall River Mills	NULL	NULL	Fall River Mills Airport	small_airport	-121.4329987	41.0187988	3323
KOAJ	Richlands	United States	North Carolina	Albert J Ellis Airport	medium_airport	-77.6120990	34.8292010	94
KOAK	Oakland	United States	California	San Francisco Bay Oakland International Airport	large_airport	-122.2211840	37.7200850	9
KOAR	Marina	United States	California	Marina Municipal Airport	small_airport	-121.7620010	36.6819000	137
KOBE	Okeechobee	United States	Florida	Okeechobee County Airport	small_airport	-80.8498001	27.2628002	34
KOBI	Woodbine	NULL	NULL	Woodbine Municipal Airport	small_airport	-74.7948000	39.2192000	42
KOCF	Ocala	United States	Florida	Ocala International Airport - Jim Taylor Field	small_airport	-82.2241974	29.1725998	90
KOCH	Nacogdoches	NULL	NULL	A L Mangham Jr. Regional Airport	small_airport	-94.7095032	31.5779991	355
KOCQ	Oconto	United States	Wisconsin	J. Douglas Bake Memorial Airport	small_airport	-87.9117100	44.8742860	604
KOCW	Washington	United States	North Carolina	Warren Field	small_airport	-77.0497971	35.5704994	38
KODO	Odessa	United States	Texas	Odessa Schlemeyer Field	small_airport	-102.3870010	31.9206010	3004
KODX	Ord	NULL	NULL	Evelyn Sharp Field	small_airport	-98.9524002	41.6241989	2070
KOEA	Lawrenceville	United States	Indiana	O'Neal Airport	small_airport	-87.5431380	38.6852100	414
KOEB	Coldwater	United States	Michigan	Branch County Memorial Airport	small_airport	-85.0525970	41.9333990	959
KOEL	Oakley	United States	Kansas	Oakley Municipal Airport	small_airport	-100.8160019	39.1099014	3045
KOEO	Osceola	United States	Wisconsin	L O Simenstad Municipal Airport	small_airport	-92.6919022	45.3100014	903
KOFF	Omaha	United States	Nebraska	Offutt Air Force Base	medium_airport	-95.9085100	41.1193070	1052
KOFK	Norfolk	United States	Nebraska	Karl Stefan Memorial Airport	medium_airport	-97.4350967	41.9855003	1573
KOFP	Hanover	United States	Virginia	Hanover County Municipal Airport	small_airport	-77.4366990	37.7090000	207
KOGA	Ogallala	United States	Nebraska	Ogallala Municipal Airport Searle Field	small_airport	-101.7699970	41.1194990	3279
KOGB	Orangeburg	United States	South Carolina	Orangeburg Municipal Airport	medium_airport	-80.8594971	33.4567986	195
KOGD	Ogden	United States	Utah	Ogden Hinckley Airport	medium_airport	-112.0120010	41.1959000	4473
KOGM	Ontonagon	United States	Michigan	Ontonagon County Schuster Field	small_airport	-89.3671040	46.8455010	669
KOGS	Ogdensburg	NULL	NULL	Ogdensburg International Airport	medium_airport	-75.4655000	44.6819000	297
KOIC	Norwich	United States	New York	Lt Warren Eaton Airport	small_airport	-75.5241013	42.5666008	1025
KOIN	Oberlin	United States	Kansas	Oberlin Municipal Airport	small_airport	-100.5390015	39.8339005	2703
KOJA	Weatherford	NULL	NULL	Thomas P Stafford Airport	small_airport	-98.6685030	35.5448000	1605
KOJC	Olathe	United States	Kansas	Johnson County Executive Airport	small_airport	-94.7376022	38.8475990	1096
KOKB	Oceanside	United States	California	Oceanside Municipal Airport	small_airport	-117.3516830	33.2179470	28
KOKC	Oklahoma City	United States	Oklahoma	Will Rogers World Airport	large_airport	-97.5982480	35.3933880	1295
KOKH	Oak Harbor	United States	Washington	AJ Eisenberg Airport	small_airport	-122.6740036	48.2514992	193
KOKK	Kokomo	United States	Indiana	Kokomo Municipal Airport	small_airport	-86.0589981	40.5281982	830
KOKM	Okmulgee	United States	Oklahoma	Okmulgee Regional Airport	small_airport	-95.9487000	35.6680984	720
KOKS	Oshkosh	United States	Nebraska	Garden County Airport/King Rhiley Field	small_airport	-102.3550030	41.4010010	3394
KOKV	Winchester	United States	Virginia	Winchester Regional Airport	small_airport	-78.1444016	39.1435013	726
KOKZ	Sandersville	United States	Georgia	Kaolin Field	small_airport	-82.8382034	32.9667015	438
KOLD	Old Town	United States	Maine	Dewitt Field - Old Town Municipal Airport	small_airport	-68.6743010	44.9528010	126
KOLE	Olean	United States	New York	Cattaraugus County-Olean Airport	small_airport	-78.3713990	42.2411990	2135
KOLF	Wolf Point	United States	Montana	L M Clayton Airport	medium_airport	-105.5749970	48.0945010	1986
KOLG	Solon Springs	United States	Wisconsin	Solon Springs Municipal Airport	small_airport	-91.8163990	46.3148000	1102
